DATE,NAME,STATION,LATITUDE,LONGITUDE,DEWP,WDSP,MAX,MIN,PRCP,TEMP,MXSPD
2016-01-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,19.1,1.6,64.9,41.0,0.0,52.7,5.1
2016-01-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,20.1,2.1,64.9,43.0,0.0,54.8,4.1
2016-01-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,38.2,0.7,64.9,44.1,0.0,52.6,4.1
2016-01-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.1,1.1,69.1,44.1,0.0,59.3,5.1
2016-01-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.9,2.1,69.1,54.0,0.01,57.4,8.0
2016-01-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.5,2.1,59.0,46.0,1.61,51.4,8.9
2016-01-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.5,1.4,59.0,45.0,1.04,51.2,5.1
2016-01-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,38.1,2.1,62.1,44.1,0.06,53.2,7.0
2016-01-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,40.1,1.2,62.1,44.1,0.0,52.7,6.0
2016-01-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.6,0.8,62.1,46.0,0.0,55.2,4.1
2016-01-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.5,0.6,64.0,46.9,0.0,55.6,5.1
2016-01-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,33.6,1.2,70.0,46.0,0.0,55.2,7.0
2016-01-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,41.3,0.2,70.0,43.0,0.0,53.5,2.9
2016-01-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.2,1.1,66.0,43.0,0.0,57.6,4.1
2016-01-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.6,1.0,64.9,50.0,0.0,56.6,4.1
2016-01-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.6,0.9,66.9,50.0,0.0,59.3,5.1
2016-01-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.1,1.0,68.0,48.9,0.0,57.8,5.1
2016-01-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.1,1.3,68.0,48.9,0.0,57.9,5.1
2016-01-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.9,0.9,64.0,54.0,0.0,58.9,6.0
2016-01-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.8,0.7,69.1,54.0,0.02,61.0,4.1
2016-01-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.6,1.1,77.0,50.0,0.01,60.3,6.0
2016-01-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,46.7,0.6,77.0,50.0,0.0,59.3,4.1
2016-01-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.2,0.8,71.1,50.0,0.0,58.7,4.1
2016-01-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.3,1.3,64.9,46.9,0.0,57.0,6.0
2016-01-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,39.3,0.5,71.1,46.9,0.0,58.4,5.1
2016-01-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,35.7,0.9,73.0,46.9,0.0,59.1,4.1
2016-01-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,25.9,1.7,73.0,46.9,0.0,60.4,7.0
2016-01-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,29.2,0.7,73.9,50.0,0.0,60.8,6.0
2016-01-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,46.9,0.5,73.9,50.0,0.0,59.4,5.1
2016-01-30,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.9,0.8,72.0,50.0,0.0,60.1,4.1
2016-01-31,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.9,1.8,63.0,53.6,0.0,58.0,9.9
2016-02-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,28.5,5.6,59.0,43.0,0.43,50.8,13.0
2016-02-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,24.5,1.9,62.1,41.0,0.0,51.0,8.0
2016-02-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,34.3,1.0,64.9,41.0,0.0,53.2,5.1
2016-02-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,31.4,1.0,70.0,43.0,0.0,55.8,5.1
2016-02-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,28.2,0.8,75.9,46.0,0.0,59.3,4.1
2016-02-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,27.5,0.5,77.0,46.0,0.0,63.3,2.9
2016-02-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,26.7,0.9,84.0,50.0,0.0,65.3,5.1
2016-02-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,31.2,0.6,88.0,51.1,0.0,68.1,5.1
2016-02-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,30.8,0.7,89.1,53.1,0.0,71.3,2.9
2016-02-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,32.3,1.0,89.1,55.9,0.0,71.8,2.9
2016-02-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,34.3,2.3,88.0,60.1,0.0,70.1,5.1
2016-02-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,38.1,0.4,87.1,55.9,0.0,67.8,2.9
2016-02-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.2,0.7,84.9,51.1,0.0,62.4,4.1
2016-02-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.7,0.6,79.0,48.0,0.0,59.8,4.1
2016-02-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.1,0.5,89.1,48.0,0.0,69.0,4.1
2016-02-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,39.9,1.0,90.0,55.0,0.0,72.3,4.1
2016-02-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.6,1.3,90.0,55.9,0.0,66.3,5.1
2016-02-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.6,2.9,75.9,55.0,0.58,60.0,8.9
2016-02-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.3,0.9,69.1,51.1,0.21,59.5,5.1
2016-02-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.8,0.7,72.0,50.0,0.0,59.7,6.0
2016-02-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,48.7,0.8,73.0,50.0,0.0,59.5,6.0
2016-02-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.0,1.1,78.1,50.0,0.0,61.9,6.0
2016-02-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,32.1,1.5,82.9,51.1,0.0,69.0,5.1
2016-02-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,29.0,1.7,82.9,55.0,0.0,68.9,5.1
2016-02-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,29.7,1.7,82.9,57.0,0.0,68.4,5.1
2016-02-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.6,1.1,82.9,54.0,0.0,65.0,7.0
2016-02-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.1,1.6,79.0,53.1,0.0,62.0,6.0
2016-02-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.1,0.2,75.0,53.1,0.0,61.9,2.9
2016-02-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.4,0.6,75.0,55.9,0.0,63.3,4.1
2016-03-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.2,0.2,75.9,55.9,0.0,62.0,2.9
2016-03-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.3,0.6,73.0,51.8,0.0,60.1,5.1
2016-03-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.2,0.8,73.9,52.0,0.0,60.9,4.1
2016-03-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.4,1.0,73.9,54.0,0.0,60.5,8.0
2016-03-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.3,1.9,70.0,57.0,0.0,61.9,5.1
2016-03-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.8,3.9,66.9,55.9,0.25,61.1,11.1
2016-03-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.2,2.6,66.9,46.9,0.4,55.9,8.9
2016-03-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,40.5,2.5,70.0,48.9,0.38,57.5,7.0
2016-03-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.2,2.1,73.9,48.9,0.0,62.7,6.0
2016-03-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.2,0.9,77.0,53.1,0.0,63.2,7.0
2016-03-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.0,2.1,77.0,52.0,0.0,61.1,9.9
2016-03-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,43.7,1.8,69.1,46.9,0.52,55.8,7.0
2016-03-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.2,2.3,68.0,46.9,0.0,58.4,8.0
2016-03-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.9,1.6,70.0,53.1,0.03,61.6,5.1
2016-03-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.2,1.6,77.0,53.1,0.0,63.9,6.0
2016-03-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,45.8,0.9,87.1,53.1,0.0,68.4,5.1
2016-03-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.4,1.6,87.1,57.0,0.0,69.2,7.0
2016-03-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.1,1.2,81.0,57.9,0.0,64.1,6.0
2016-03-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.7,1.6,73.0,57.0,0.0,62.2,5.1
2016-03-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.0,0.9,72.0,57.0,0.0,61.2,5.1
2016-03-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.9,1.4,72.0,57.0,0.0,60.9,4.1
2016-03-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.2,3.2,71.1,53.1,0.0,61.5,9.9
2016-03-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,30.8,3.4,77.0,52.0,0.0,63.7,9.9
2016-03-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,34.2,1.2,81.0,52.0,0.0,66.1,5.1
2016-03-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,44.7,1.3,81.0,54.0,0.0,65.4,6.0
2016-03-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.2,2.2,78.1,54.0,0.0,64.4,6.0
2016-03-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.9,1.1,77.0,59.0,0.0,63.6,6.0
2016-03-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.6,1.2,64.9,57.2,0.0,61.0,6.0
2016-03-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,39.1,2.1,66.0,48.0,0.02,56.2,6.0
2016-03-30,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,42.3,3.9,66.0,48.0,0.0,57.1,9.9
2016-03-31,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,43.4,2.3,72.0,50.0,0.0,58.6,9.9
2016-04-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.6,2.2,72.0,50.0,0.0,61.5,8.0
2016-04-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.6,1.3,75.9,54.0,0.0,63.4,6.0
2016-04-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.6,1.4,79.0,54.0,0.0,64.9,6.0
2016-04-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.5,1.4,80.1,55.9,0.0,65.2,5.1
2016-04-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.2,1.4,84.9,55.9,0.0,67.7,5.1
2016-04-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.0,1.3,88.0,55.9,0.0,67.9,5.1
2016-04-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.9,0.5,68.0,60.1,0.0,62.9,2.9
2016-04-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.6,0.5,69.1,59.0,0.06,60.2,4.1
2016-04-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.6,1.5,64.0,59.0,0.15,61.0,5.1
2016-04-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.4,1.6,70.0,57.9,0.03,62.9,8.0
2016-04-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.4,1.6,73.0,57.9,0.0,63.9,6.0
2016-04-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.5,1.7,75.0,55.9,0.0,63.9,6.0
2016-04-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.2,1.6,75.0,55.9,0.0,62.7,8.0
2016-04-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.1,1.5,73.0,57.0,0.0,62.4,7.0
2016-04-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,36.2,6.5,81.0,57.0,0.0,66.6,13.0
2016-04-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,27.3,1.6,82.0,57.9,0.0,71.7,5.1
2016-04-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,38.1,1.5,89.1,57.9,0.0,72.4,8.0
2016-04-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,36.5,1.7,89.1,57.9,0.0,73.0,6.0
2016-04-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,39.3,1.1,89.1,59.0,0.0,73.8,5.1
2016-04-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,41.4,1.4,89.1,60.1,0.0,72.5,6.0
2016-04-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,42.8,1.1,87.1,57.9,0.0,69.4,7.0
2016-04-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.1,1.7,78.1,57.9,0.0,65.5,6.0
2016-04-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,48.5,2.0,75.9,57.0,0.0,65.0,8.9
2016-04-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.4,2.9,75.9,57.0,0.0,66.8,5.1
2016-04-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,46.5,3.0,75.0,55.0,0.0,61.7,8.9
2016-04-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,42.2,3.1,70.0,54.0,0.0,60.7,8.0
2016-04-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,46.5,2.2,70.0,53.1,0.0,62.0,8.0
2016-04-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.2,2.5,71.1,55.0,0.0,61.4,5.1
2016-04-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.0,2.3,71.1,55.0,0.0,61.2,5.1
2016-04-30,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,49.9,1.7,69.1,55.9,0.0,60.8,6.0
2016-05-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.1,1.8,73.0,55.9,0.0,63.1,5.1
2016-05-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.4,2.1,73.0,55.9,0.0,62.7,8.0
2016-05-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.2,1.4,77.0,55.9,0.0,65.2,6.0
2016-05-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.4,1.8,77.0,55.9,0.0,61.1,7.0
2016-05-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.3,2.0,69.1,55.9,0.0,62.4,6.0
2016-05-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.8,1.2,68.0,57.0,0.05,61.5,5.1
2016-05-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.9,1.2,68.0,57.0,0.0,61.6,5.1
2016-05-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.4,2.1,71.1,57.0,0.0,62.6,7.0
2016-05-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.3,1.5,71.1,57.0,0.0,62.2,6.0
2016-05-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.7,1.1,70.0,57.0,0.0,62.0,4.1
2016-05-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.6,1.7,72.0,57.0,0.0,63.3,8.0
2016-05-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.8,2.1,75.0,57.9,0.0,63.8,8.0
2016-05-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.5,1.5,78.1,57.9,0.0,65.3,7.0
2016-05-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.0,1.7,78.1,60.1,0.0,65.2,5.1
2016-05-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.3,1.9,72.0,62.1,0.0,65.0,8.0
2016-05-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.9,0.8,72.0,61.0,0.0,64.8,2.9
2016-05-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.3,2.1,72.0,61.0,0.0,65.3,7.0
2016-05-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.6,2.1,72.0,61.0,0.0,64.7,7.0
2016-05-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.6,1.7,72.0,61.0,0.0,64.6,5.1
2016-05-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.9,1.9,72.0,57.9,0.0,63.5,8.0
2016-05-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,48.3,1.4,71.1,55.9,0.0,61.6,6.0
2016-05-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,47.9,2.2,72.0,55.9,0.0,63.0,7.0
2016-05-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.0,2.3,73.9,55.9,0.0,63.9,8.0
2016-05-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.5,1.9,73.9,57.0,0.0,63.4,6.0
2016-05-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.9,2.2,71.1,55.9,0.0,62.3,6.0
2016-05-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.0,2.0,73.9,55.9,0.0,63.5,7.0
2016-05-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.0,2.0,73.9,57.9,0.0,64.3,8.0
2016-05-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.9,2.0,73.0,57.9,0.0,64.5,7.0
2016-05-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,53.8,1.9,72.0,61.0,0.0,63.6,7.0
2016-05-30,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.2,1.6,72.0,57.9,0.0,63.6,5.1
2016-05-31,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.1,1.8,73.9,57.9,0.0,64.3,5.1
2016-06-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,57.5,1.4,75.0,60.1,0.0,66.3,6.0
2016-06-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,58.7,2.4,78.1,63.0,0.0,68.5,5.1
2016-06-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,58.4,0.8,87.1,59.0,0.0,68.6,4.1
2016-06-04,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,59.3,1.9,87.1,59.0,0.0,67.4,6.0
2016-06-05,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,56.4,1.6,77.0,57.9,0.0,62.8,7.0
2016-06-06,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.3,1.5,73.0,57.9,0.0,63.1,6.0
2016-06-07,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.9,1.5,75.0,57.9,0.0,65.1,6.0
2016-06-08,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,57.1,1.7,77.0,60.1,0.0,66.0,7.0
2016-06-09,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,58.1,1.3,77.0,60.1,0.0,65.2,5.1
2016-06-10,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,59.0,1.0,77.0,62.1,0.0,66.8,4.1
2016-06-11,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,57.6,1.5,77.0,62.1,0.0,65.5,5.1
2016-06-12,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,54.8,1.6,72.0,62.1,0.0,66.0,4.1
2016-06-13,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.4,1.6,72.0,60.1,0.0,64.7,7.0
2016-06-14,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.4,2.2,72.0,60.1,0.0,63.5,7.0
2016-06-15,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.5,1.2,72.0,60.1,0.0,65.5,7.0
2016-06-16,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.5,2.0,75.9,59.0,0.0,66.7,6.0
2016-06-17,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,52.3,1.7,84.0,59.0,0.0,70.6,8.0
2016-06-18,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,55.1,1.4,89.1,60.1,0.0,74.2,6.0
2016-06-19,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,51.5,1.8,96.1,63.0,0.0,80.9,8.0
2016-06-20,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,50.4,1.3,100.9,66.0,0.0,85.4,5.1
2016-06-21,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,59.6,2.4,100.9,70.0,0.0,79.4,6.0
2016-06-22,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,62.2,1.3,89.1,64.0,0.0,72.7,5.1
2016-06-23,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,60.7,1.7,84.0,63.0,0.0,70.7,5.1
2016-06-24,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,60.8,2.2,80.1,64.0,0.0,69.1,8.0
2016-06-25,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,60.1,1.4,80.1,64.0,0.0,70.9,5.1
2016-06-26,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,61.9,1.7,82.0,64.9,0.0,72.2,5.1
2016-06-27,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,63.4,0.5,87.1,66.0,0.0,73.1,4.1
2016-06-28,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,64.8,1.7,88.0,64.9,0.0,74.0,6.0
2016-06-29,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,63.5,1.4,86.0,66.0,0.0,72.5,6.0
2016-06-30,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,62.3,1.3,86.0,66.0,0.0,72.3,5.1
2016-07-01,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,61.6,2.0,82.0,66.0,0.0,71.6,6.0
2016-07-02,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,59.2,1.7,81.0,64.9,0.0,70.5,5.1
2016-07-03,"LOS ANGELES DOWNTOWN USC, CA US",72287493134,34.0236,-118.2911,58.3,1.6,81.0,64.0,0.0,69.0,5.1
